1	564886.003775911	5654253.18548163	1	8	0.751
2	563721.901786375	5653569.04089793	1	6	0.613
3	563546.097056539	5652254.94014414	1	4	0.709
4	563548.422362124	5652392.44835029	1	0	0.371
5	563549.543030457	5652495.17346576	1	10	0.639
6	563597.837886404	5652607.48746464	1	0	0.756
7	563759.332516189	5652521.71693821	1	3	0.539
8	563914.851888238	5652430.43400279	1	3	0.523
9	563741.116546963	5652305.91876436	1	20	0.498
10	563973.253220296	5652243.23417265	1	3	0.632
11	564487.482048108	5652282.83876059	1	13	0.811
12	564601.191785369	5652360.74848744	1	0	0.396
13	564615.219971279	5652514.60467166	1	9	0.622
14	564785.090316431	5652524.00629683	1	0	0.765
15	564771.936566247	5652354.66976488	1	0	0.442
16	564957.572364496	5652400.3029362	1	0	0.552
17	564864.234310639	5652244.06509537	1	0	0.439
18	565162.759455856	5652296.84055257	1	5	0.576
19	565166.475405686	5652448.17896479	1	2	0.453
20	565432.448141235	5652406.26217195	1	14	1.106
21	565368.08137816	5652547.91440355	1	12	0.22
22	565473.559619043	5652711.20140554	1	2	1.2
23	565785.358722873	5652396.4091539	1	12	1.517
24	565387.188046201	5651603.43925786	1	5	0.496
25	565389.483966735	5651401.48594439	1	0	0.68
26	565502.793654338	5651293.07276519	1	0	0.897
27	566813.469875282	5651824.63906549	1	15	0.511
28	567044.028151111	5652189.27138413	1	0	0.559
29	567258.012844585	5652446.39568274	1	0	0.529
30	566497.46652175	5652679.36501469	1	0	0.513
31	566153.226454749	5652440.23242153	1	4	0.224
32	566572.817424421	5652969.13040848	1	0	0.488
33	566692.465902763	5653133.07072942	1	0	0.364
34	566146.583063806	5653227.30335275	1	12	1.055
35	565882.735360604	5653049.76434384	1	0	0.588
36	565878.062412187	5653510.8716182	1	10	1.022
37	565013.523734047	5653887.68281792	1	0	1.021
38	565019.702081193	5653499.70443494	1	0	0.393
39	565042.887362741	5653282.14941633	1	0	0.261
40	565229.51899596	5653058.8427566	1	17	0.237
41	564731.689367334	5652732.09712045	1	10	0.487
42	564437.744997142	5652528.17955896	1	16	0.321
43	564267.316799099	5652581.76765102	1	0	0.395
44	564086.876826463	5652425.46338716	1	16	0.745
45	564237.988685474	5652300.75026139	1	19	0.435
46	564057.683500866	5652731.41247308	1	17	1.484
47	564280.44714057	5653036.53736042	1	15	0.747
48	564281.039889577	5653142.71265924	1	18	0.705
49	564455.264298233	5653200.32168838	1	15	0.601
50	564463.6419734	5653465.35365475	1	16	0.852
51	564532.30531424	5653638.5420859	1	0	1.125
52	563690.562688116	5653030.82479473	1	0	0.386
53	563269.84228166	5652770.80154509	1	0	0.51
54	563019.665636448	5652720.48209445	1	13	0.46
55	563192.104219616	5652469.33164881	1	11	0.52
56	563339.072297326	5652387.13189423	1	0	0.525
57	562885.165584267	5652412.3373483	1	7	0.521
58	561959.92008177	5652601.94480622	1	20	0.467
59	562435.009659922	5652439.27391137	1	5	0.529
60	562597.014120161	5652669.72084035	1	7	0.399
61	562750.638613382	5653026.32336254	1	0	0.571
62	562581.458588364	5653424.79474479	1	0	0.647
63	566058.601473401	5653820.81653074	1	2	0.53
64	567999.812842104	5652591.40658885	1	10	0.461
65	568053.31722282	5652102.40033853	1	18	0.473
66	568540.878014594	5651510.07963938	1	0	0.351
67	565560.016405288	5653638.46015914	1	0	0.679
68	564288.513237732	5653409.98598815	1	15	0.713
69	564284.310495769	5653248.98258397	1	3	1.317
70	564034.775937194	5653362.73349739	1	0	0.619
71	563942.435511546	5653260.23756026	1	0	1.007
72	564062.956117948	5653062.38674345	1	10	0.525
73	564866.347228818	5655064.09951574	2	0	0.536
74	564415.366878035	5654630.31619901	2	6	0.927
75	564572.643716072	5654284.15741634	2	10	0.58
76	564393.137612547	5654359.55790843	2	2	0.379
77	564151.36875935	5654162.70724375	2	0	0.389
78	564233.59953554	5653958.600153	2	6	0.639
79	563879.173551699	5653959.79090023	2	2	0.618
80	563556.601774178	5654026.10739719	2	0	0.809
81	563009.511884112	5653676.71507429	2	0	0.621
82	563156.305473621	5653898.38693441	2	10	0.439
83	562901.763409504	5654121.08290557	2	6	0.527
84	563314.134469109	5654184.3957092	2	0	0.464
85	563423.159039648	5654454.8956519	2	8	0.38
86	563140.96376714	5654753.21164221	2	0	0.573
87	562854.075748334	5654636.06810751	2	4	0.545
88	562130.425448248	5654735.13673013	2	10	0.434
89	561394.801883263	5655005.91733336	2	0	0.541
90	564360.266408929	5654881.97710112	2	10	0.419
91	562425.983425368	5653695.7732868	2	0	0.659
92	562146.599997429	5653923.33097323	2	3	0.58
93	562057.996587268	5654195.68611738	2	6	0.514
94	562165.203972651	5654458.32942002	2	9	0.722
95	562512.040231181	5654192.20132584	2	10	0.639
96	561672.858854251	5653829.25436625	2	3	0.57
97	565827.579243097	5654294.42924215	2	20	0.645
98	566110.957633699	5654134.73729539	2	0	0.473
99	566118.684762345	5654379.09620127	2	0	0.563
100	566249.906835783	5654042.6233893	2	10	0.535
101	566490.809005741	5654131.9305971	2	0	0.526
102	566375.929169509	5654485.05603769	2	6	0.692
103	566467.186966946	5654778.3215948	2	0	0.447
104	566355.811218299	5655011.13365484	2	0	0.478
105	565873.398528132	5654883.49681843	2	0	0.568
106	565998.177572302	5654662.74205976	2	12	0.525
107	565383.886118198	5654659.661049	2	19	0.658
108	567335.422234726	5654967.10223934	2	0	0.453
109	567587.174033665	5654758.16988504	2	0	0.527
110	567446.266607716	5654582.23787194	2	0	0.439
111	568100.984563652	5654205.28269443	2	0	0.463
112	567793.86857535	5653866.85110316	2	0	0.421
113	567375.165063666	5653814.89000092	2	6	0.374
114	567173.067779662	5654020.60053641	2	5	0.998
115	567165.617003812	5654380.41775238	2	0	0.405
116	566804.044399551	5654224.59502944	2	7	0.546
117	566846.909847899	5654583.19593237	2	15	0.566
118	566751.301792287	5653847.74071778	2	4	0.544
119	566686.888577081	5653590.23954941	2	7	0.609
120	568018.56579794	5653403.30561961	2	19	0.916
121	559756.665208196	5651993.29038811	3	3	0.553
122	562998.944539795	5650386.74978871	3	12	0.802
123	563134.731611791	5650799.65545476	3	8	0.561
124	563079.027845086	5651107.53488512	3	4	0.644
