564886.003775911	5654253.18548163	1	0	0.751
563721.901786375	5653569.04089793	1	0	0.613
563546.097056539	5652254.94014414	1	0	0.709
563548.422362124	5652392.44835029	1	0	0.371
563549.543030457	5652495.17346576	1	0	0.639
563597.837886404	5652607.48746464	1	0	0.756
563759.332516189	5652521.71693821	1	0	0.539
563914.851888238	5652430.43400279	1	0	0.523
563741.116546963	5652305.91876436	1	0	0.498
563973.253220296	5652243.23417265	1	0	0.632
564487.482048108	5652282.83876059	1	0	0.811
564601.191785369	5652360.74848744	1	0	0.396
564615.219971279	5652514.60467166	1	0	0.622
564785.090316431	5652524.00629683	1	0	0.765
564771.936566247	5652354.66976488	1	0	0.442
564957.572364496	5652400.3029362		1	0	0.552
564864.234310639	5652244.06509537	1	0	0.439
565162.759455856	5652296.84055257	1	0	0.576
565166.475405686	5652448.17896479	1	0	0.453
565432.448141235	5652406.26217195	1	0	1.106
565368.08137816		5652547.91440355	1	0	0.22
565473.559619043	5652711.20140554	1	0	1.2
565785.358722873	5652396.4091539		1	0	1.517
565387.188046201	5651603.43925786	1	0	0.496
565389.483966735	5651401.48594439	1	0	0.68
565502.793654338	5651293.07276519	1	0	0.897
566813.469875282	5651824.63906549	1	0	0.511
567044.028151111	5652189.27138413	1	0	0.559
567258.012844585	5652446.39568274	1	0	0.529
566497.46652175		5652679.36501469	1	0	0.513
566153.226454749	5652440.23242153	1	0	0.224
566572.817424421	5652969.13040848	1	0	0.488
566692.465902763	5653133.07072942	1	0	0.364
566146.583063806	5653227.30335275	1	0	1.055
565882.735360604	5653049.76434384	1	0	0.588
565878.062412187	5653510.8716182		1	0	1.022
565013.523734047	5653887.68281792	1	0	1.021
565019.702081193	5653499.70443494	1	0	0.393
565042.887362741	5653282.14941633	1	0	0.261
565229.51899596		5653058.8427566		1	0	0.237
564731.689367334	5652732.09712045	1	0	0.487
564437.744997142	5652528.17955896	1	0	0.321
564267.316799099	5652581.76765102	1	0	0.395
564086.876826463	5652425.46338716	1	0	0.745
564237.988685474	5652300.75026139	1	0	0.435
564057.683500866	5652731.41247308	1	0	1.484
564280.44714057	5653036.53736042	1	0	0.747
564281.039889577	5653142.71265924	1	0	0.705
564455.264298233	5653200.32168838	1	0	0.601
564463.6419734	5653465.35365475	1	0	0.852
564532.30531424	5653638.5420859	1	0	1.125
563690.562688116	5653030.82479473	1	0	0.386
563269.84228166	5652770.80154509	1	0	0.51
563019.665636448	5652720.48209445	1	0	0.46
563192.104219616	5652469.33164881	1	0	0.52
563339.072297326	5652387.13189423	1	0	0.525
562885.165584267	5652412.3373483	1	0	0.521
561959.92008177	5652601.94480622	1	0	0.467
562435.009659922	5652439.27391137	1	0	0.529
562597.014120161	5652669.72084035	1	0	0.399
562750.638613382	5653026.32336254	1	0	0.571
562581.458588364	5653424.79474479	1	0	0.647
566058.601473401	5653820.81653074	1	0	0.53
567999.812842104	5652591.40658885	1	0	0.461
568053.31722282	5652102.40033853	1	0	0.473
568540.878014594	5651510.07963938	1	0	0.351
565560.016405288	5653638.46015914	1	0	0.679
564288.513237732	5653409.98598815	1	0	0.713
564284.310495769	5653248.98258397	1	0	1.317
564034.775937194	5653362.73349739	1	0	0.619
563942.435511546	5653260.23756026	1	0	1.007
564062.956117948	5653062.38674345	1	0	0.525
564866.347228818	5655064.09951574	2	0	0.536
564415.366878035	5654630.31619901	2	0	0.927
564572.643716072	5654284.15741634	2	0	0.58
564393.137612547	5654359.55790843	2	0	0.379
564151.36875935	5654162.70724375	2	0	0.389
564233.59953554	5653958.600153	2	0	0.639
563879.173551699	5653959.79090023	2	0	0.618
563556.601774178	5654026.10739719	2	0	0.809
563009.511884112	5653676.71507429	2	0	0.621
563156.305473621	5653898.38693441	2	0	0.439
562901.763409504	5654121.08290557	2	0	0.527
563314.134469109	5654184.3957092	2	0	0.464
563423.159039648	5654454.8956519	2	0	0.38
563140.96376714	5654753.21164221	2	0	0.573
562854.075748334	5654636.06810751	2	0	0.545
562130.425448248	5654735.13673013	2	0	0.434
561394.801883263	5655005.91733336	2	0	0.541
564360.266408929	5654881.97710112	2	0	0.419
562425.983425368	5653695.7732868	2	0	0.659
562146.599997429	5653923.33097323	2	0	0.58
562057.996587268	5654195.68611738	2	0	0.514
562165.203972651	5654458.32942002	2	0	0.722
562512.040231181	5654192.20132584	2	0	0.639
561672.858854251	5653829.25436625	2	0	0.57
565827.579243097	5654294.42924215	2	0	0.645
566110.957633699	5654134.73729539	2	0	0.473
566118.684762345	5654379.09620127	2	0	0.563
566249.906835783	5654042.6233893	2	0	0.535
566490.809005741	5654131.9305971	2	0	0.526
566375.929169509	5654485.05603769	2	0	0.692
566467.186966946	5654778.3215948	2	0	0.447
566355.811218299	5655011.13365484	2	0	0.478
565873.398528132	5654883.49681843	2	0	0.568
565998.177572302	5654662.74205976	2	0	0.525
565383.886118198	5654659.661049	2	0	0.658
567335.422234726	5654967.10223934	2	0	0.453
567587.174033665	5654758.16988504	2	0	0.527
567446.266607716	5654582.23787194	2	0	0.439
568100.984563652	5654205.28269443	2	0	0.463
567793.86857535	5653866.85110316	2	0	0.421
567375.165063666	5653814.89000092	2	0	0.374
567173.067779662	5654020.60053641	2	0	0.998
567165.617003812	5654380.41775238	2	0	0.405
566804.044399551	5654224.59502944	2	0	0.546
566846.909847899	5654583.19593237	2	0	0.566
566751.301792287	5653847.74071778	2	0	0.544
566686.888577081	5653590.23954941	2	0	0.609
568018.56579794	5653403.30561961	2	0	0.916
